rep-seed	SRC	phase	AC-fill	NG-fill	RC-fill	AC-overlap	NG-overlap	RC-overlap	total-quantity	AC-deployable	NG-deployable	RC-deployable	AC-not-ready	NG-not-ready	RC-not-ready	AC-total	NG-total	RC-total	AC	NG	RC
-4.67340569355965E+017	01205K000	comp2	500	927	0	0	120	0	3474	121	0	0	1002	8691	1082	1623	9738	1082	3	18	2
-6.19329616228309E+018	01205K000	comp1	1686	4725	480	60	280	60	15780	62	0	0	712	17675	1980	2520	22680	2520	2	18	2
-6.19329616228309E+018	01205K000	phase1	66	231	19	0	0	0	792	0	0	0	0	363	47	66	594	66	2	18	2
-6.19329616228309E+018	01205K000	phase2	240	983	150	0	34	0	2880	0	0	0	0	1143	90	240	2160	240	2	18	2
-6.19329616228309E+018	01205K000	phase3	96	277	96	0	77	0	1110	0	0	0	0	510	0	96	864	96	2	18	2
-6.19329616228309E+018	01205K000	phase4	761	2314	405	30	260	53	13716	0	0	0	745	11250	1078	1536	13824	1536	2	18	2
-6.19329616228309E+018	01205K000	comp2	358	897	0	0	120	0	3474	9	0	0	715	8721	1082	1082	9738	1082	2	18	2
9.16174513637188E+018	01205K000	comp1	836	5479	575	30	425	60	15780	38	64	0	356	16712	1885	1260	22680	2520	1	18	2
9.16174513637188E+018	01205K000	phase1	33	133	19	0	0	0	792	0	0	0	0	461	47	33	594	66	1	18	2
9.16174513637188E+018	01205K000	phase2	120	638	120	0	0	0	2880	0	0	0	0	1522	120	120	2160	240	1	18	2
9.16174513637188E+018	01205K000	phase3	48	402	48	0	19	0	1110	0	0	0	0	443	48	48	864	96	1	18	2
9.16174513637188E+018	01205K000	phase4	398	2630	148	30	299	23	13716	0	0	0	340	10895	1365	768	13824	1536	1	18	2
9.16174513637188E+018	01205K000	comp2	142	1440	86	0	130	0	3474	9	274	0	390	7894	996	541	9738	1082	1	18	2
-2.31229685373407E+018	01205K000	comp1	0	4921	575	0	418	60	15780	0	739	0	0	16602	1885	0	22680	2520	0	18	2
-2.31229685373407E+018	01205K000	phase1	0	90	19	0	0	0	792	0	0	0	0	504	47	0	594	66	0	18	2
-2.31229685373407E+018	01205K000	phase2	0	614	120	0	0	0	2880	0	0	0	0	1546	120	0	2160	240	0	18	2
-2.31229685373407E+018	01205K000	phase3	0	358	48	0	0	0	1110	0	0	0	0	506	48	0	864	96	0	18	2
-2.31229685373407E+018	01205K000	phase4	0	4259	148	0	424	23	13716	0	0	0	0	9141	1365	0	13824	1536	0	18	2
-2.31229685373407E+018	01205K000	comp2	0	442	240	0	30	30	3474	0	0	0	0	9266	812	0	9738	1082	0	18	2
1.70852775347109E+018	01225K100	comp1	0	1096	0	0	88	0	1815	0	454	0	0	3402	0	0	5040	0	0	4	0
1.70852775347109E+018	01225K100	phase1	0	0	0	0	2	0	99	0	0	0	0	130	0	0	132	0	0	4	0
1.70852775347109E+018	01225K100	phase2	0	7	0	0	0	0	360	0	0	0	0	473	0	0	480	0	0	4	0
1.70852775347109E+018	01225K100	phase3	0	48	0	0	0	0	144	0	0	0	0	144	0	0	192	0	0	4	0
1.70852775347109E+018	01225K100	phase4	0	280	0	0	30	0	1649	0	0	0	0	2762	0	0	3072	0	0	4	0
1.70852775347109E+018	01225K100	comp2	0	55	0	0	0	0	262	0	549	0	0	1560	0	0	2164	0	0	4	0
